Ley3_66761_scaffold_122	concoct.77
Ley3_66761_scaffold_428	concoct.77
Ley3_66761_scaffold_461	concoct.77
Ley3_66761_scaffold_599	concoct.77
Ley3_66761_scaffold_600	concoct.77
Ley3_66761_scaffold_634	concoct.17
Ley3_66761_scaffold_676	concoct.77
Ley3_66761_scaffold_711	concoct.77
Ley3_66761_scaffold_762	concoct.77
Ley3_66761_scaffold_814	concoct.77
Ley3_66761_scaffold_833	concoct.77
Ley3_66761_scaffold_854	concoct.77
Ley3_66761_scaffold_859	concoct.77
Ley3_66761_scaffold_870	concoct.77
Ley3_66761_scaffold_999	concoct.77
Ley3_66761_scaffold_1057	concoct.17
Ley3_66761_scaffold_1091	concoct.17
Ley3_66761_scaffold_1149	concoct.77
Ley3_66761_scaffold_1196	concoct.77
Ley3_66761_scaffold_1255	concoct.77
Ley3_66761_scaffold_1264	concoct.77
Ley3_66761_scaffold_1291	concoct.77
Ley3_66761_scaffold_1330	concoct.77
Ley3_66761_scaffold_1434	concoct.77
Ley3_66761_scaffold_1485	concoct.77
Ley3_66761_scaffold_1505	concoct.77
Ley3_66761_scaffold_1541	concoct.17
Ley3_66761_scaffold_1576	concoct.17
Ley3_66761_scaffold_1629	concoct.77
Ley3_66761_scaffold_1631	concoct.77
Ley3_66761_scaffold_1698	concoct.77
Ley3_66761_scaffold_1715	concoct.17
Ley3_66761_scaffold_1829	concoct.77
Ley3_66761_scaffold_1852	concoct.17
Ley3_66761_scaffold_1899	concoct.77
Ley3_66761_scaffold_1963	concoct.17
Ley3_66761_scaffold_1971	concoct.17
Ley3_66761_scaffold_2089	concoct.17
Ley3_66761_scaffold_2094	concoct.17
Ley3_66761_scaffold_2095	concoct.77
Ley3_66761_scaffold_2096	concoct.17
Ley3_66761_scaffold_2228	concoct.77
Ley3_66761_scaffold_2242	concoct.17
Ley3_66761_scaffold_2349	concoct.77
Ley3_66761_scaffold_2356	concoct.77
Ley3_66761_scaffold_2443	concoct.77
Ley3_66761_scaffold_2491	concoct.17
Ley3_66761_scaffold_2522	concoct.17
Ley3_66761_scaffold_2591	concoct.77
Ley3_66761_scaffold_2690	concoct.17
Ley3_66761_scaffold_2716	concoct.17
Ley3_66761_scaffold_2739	concoct.60
Ley3_66761_scaffold_2762	concoct.17
Ley3_66761_scaffold_2844	concoct.77
Ley3_66761_scaffold_2860	concoct.77
Ley3_66761_scaffold_2864	concoct.17
Ley3_66761_scaffold_2866	concoct.77
Ley3_66761_scaffold_2873	concoct.17
Ley3_66761_scaffold_2930	concoct.17
Ley3_66761_scaffold_2954	concoct.60
Ley3_66761_scaffold_2955	concoct.77
Ley3_66761_scaffold_3002	concoct.17
Ley3_66761_scaffold_3031	concoct.77
Ley3_66761_scaffold_3103	concoct.17
Ley3_66761_scaffold_3141	concoct.17
Ley3_66761_scaffold_3161	concoct.17
Ley3_66761_scaffold_3213	concoct.17
Ley3_66761_scaffold_3311	concoct.17
Ley3_66761_scaffold_3349	concoct.77
Ley3_66761_scaffold_3370	concoct.77
Ley3_66761_scaffold_3399	concoct.77
Ley3_66761_scaffold_3426	concoct.77
Ley3_66761_scaffold_3478	concoct.60
Ley3_66761_scaffold_3492	concoct.77
Ley3_66761_scaffold_3594	concoct.17
Ley3_66761_scaffold_3613	concoct.17
Ley3_66761_scaffold_3709	concoct.77
Ley3_66761_scaffold_3733	concoct.60
Ley3_66761_scaffold_3861	concoct.77
Ley3_66761_scaffold_3932	concoct.17
Ley3_66761_scaffold_4004	concoct.17
Ley3_66761_scaffold_4013	concoct.17
Ley3_66761_scaffold_4040	concoct.17
Ley3_66761_scaffold_4158	concoct.17
Ley3_66761_scaffold_4228	concoct.17
Ley3_66761_scaffold_4236	concoct.17
Ley3_66761_scaffold_4251	concoct.60
Ley3_66761_scaffold_4340	concoct.60
Ley3_66761_scaffold_4342	concoct.60
Ley3_66761_scaffold_4391	concoct.77
Ley3_66761_scaffold_4400	concoct.60
Ley3_66761_scaffold_4401	concoct.17
Ley3_66761_scaffold_4421	concoct.17
Ley3_66761_scaffold_4575	concoct.77
Ley3_66761_scaffold_4592	concoct.95
Ley3_66761_scaffold_4664	concoct.72
Ley3_66761_scaffold_4682	concoct.77
Ley3_66761_scaffold_4733	concoct.17
Ley3_66761_scaffold_4768	concoct.60
Ley3_66761_scaffold_4787	concoct.60
Ley3_66761_scaffold_4822	concoct.77
Ley3_66761_scaffold_4920	concoct.77
